"#","Country","ISO","Name","SEZ Present","SEZ Name","SEZ VAT Treatment","SEZ CIT Rate","Local Licensing Fee","Land Ownership Rules"
"74","Kenya","KE","Mombasa","Yes","Mombasa EPZ / Kipevu EPZ (Changamwe); Bombululu EPZ (2023). Source: EPZA; UNCTAD 2023","Perpetual duty and VAT exemption on inputs. Source: EPZ Act CAP 517","10-yr CIT holiday; 25% thereafter. Source: EPZ Act CAP 517","County SBP. Second largest city. Average KES 75,385/yr per Viffa Consult 2024 benchmarking. Source: Viffa Consult benchmarking survey, Business Daily Africa Feb 2024","Leasehold dominant (urban coastal)"
"75","Kenya","KE","Murang'a","No","No gazetted EPZ or SEZ in Murang'a as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Agricultural county. Estimated KES 8,000–20,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"76","Kenya","KE","Nairobi","Yes","Nairobi EPZ (Athi River HQ zone, EPZA); Tatu City SEZ (private SEZ gazetted 2017, borders Nairobi). Source: EPZA; Standard Media 2017","Duty and VAT exemption on inputs. Source: EPZ Act CAP 517; SEZ Act 2015","10-yr CIT holiday; 25% thereafter (EPZ). SEZ rate: 10% for first 10 yrs then 15%. Source: EPZ Act CAP 517; SEZ Act 2015","County SBP (Unified Business Permit). Highest in Kenya. Average KES 92,250/yr per Viffa Consult 2024 benchmarking. Large enterprise: KES 50,000–200,000+. Source: Viffa Consult benchmarking survey, Business Daily Africa Feb 2024; Nairobi City County Government UBP schedule 2024","Leasehold dominant (urban)"
"77","Kenya","KE","Nakuru","Yes","Naivasha SEZ (near Nakuru County boundary) — gazetted under SEZ Act 2015. Source: Standard Media 2017","Duty and VAT exemption on qualifying inputs. Source: SEZ Act 2015","10% CIT for first 10 yrs; 15% thereafter. Source: SEZ Act 2015","County SBP. Fourth largest city. Average KES 31,023/yr per Viffa Consult 2024 benchmarking. Source: Viffa Consult benchmarking survey, Business Daily Africa Feb 2024","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"78","Kenya","KE","Nandi","No","No gazetted EPZ or SEZ in Nandi as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Rural/agricultural. Estimated KES 5,000–18,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"79","Kenya","KE","Narok","No","No gazetted EPZ or SEZ in Narok as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Tourism (Maasai Mara). Estimated KES 8,000–25,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"80","Kenya","KE","Nyamira","No","No gazetted EPZ or SEZ in Nyamira as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Rural county. Estimated KES 5,000–15,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"81","Kenya","KE","Nyandarua","No","No gazetted EPZ or SEZ in Nyandarua as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Agricultural county. Estimated KES 5,000–18,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"82","Kenya","KE","Nyeri","No","No gazetted EPZ or SEZ in Nyeri as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Mt Kenya region; moderate economy. Estimated KES 8,000–25,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"83","Kenya","KE","Samburu","No","No gazetted EPZ or SEZ in Samburu as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Pastoral/remote. Estimated KES 3,000–10,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"84","Kenya","KE","Siaya","No","No gazetted EPZ or SEZ in Siaya as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Rural county. Estimated KES 5,000–15,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"85","Kenya","KE","Taita-Taveta","No","No gazetted EPZ or SEZ in Taita-Taveta as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Coastal hinterland; moderate. Estimated KES 5,000–18,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"86","Kenya","KE","Tana River","No","No gazetted EPZ or SEZ in Tana River as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Remote county. Estimated KES 3,000–10,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"87","Kenya","KE","Tharaka-Nithi","No","No gazetted EPZ or SEZ in Tharaka-Nithi as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Rural county. Estimated KES 5,000–15,000/yr. Source: County SBP framework; e-Citizen platform","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"88","Kenya","KE","Trans Nzoia","No","No gazetted EPZ or SEZ in Trans Nzoia as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Agricultural (wheat/maize belt). Estimated KES 8,000–20,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"89","Kenya","KE","Turkana","No","No gazetted EPZ or SEZ in Turkana as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Remote; oil region. Estimated KES 5,000–15,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"90","Kenya","KE","Uasin Gishu","Yes","Eldoret SEZ (135 ha) — gazetted April 2023. Source: Capital FM April 2023; EPZA","Duty and VAT exemption on inputs. Source: EPZ Act CAP 517; SEZ Act 2015","10-yr CIT holiday; 25% thereafter (EPZ) or 10% then 15% (SEZ). Source: EPZ Act CAP 517; SEZ Act 2015","County SBP. Eldoret; regional hub. Average KES 23,800/yr per Viffa Consult 2024 benchmarking. Source: Viffa Consult benchmarking survey, Business Daily Africa Feb 2024","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"91","Kenya","KE","Vihiga","No","No gazetted EPZ or SEZ in Vihiga as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Small rural county. Estimated KES 5,000–15,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"92","Kenya","KE","Wajir","No","No gazetted EPZ or SEZ in Wajir as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Pastoral/border; low commercial activity. Estimated KES 3,000–10,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"93","Kenya","KE","West Pokot","No","No gazetted EPZ or SEZ in West Pokot as of 2024. Source: EPZA 2024","NA","N/A. Standard 30% CIT applies. Source: EPZA 2024","County SBP. Remote county. Estimated KES 3,000–10,000/yr. Source: County SBP framework","Freehold (citizens) / Leasehold max 99 yrs (foreigners)"
"94","Egypt","EG","Alexandria","Yes","Alexandria Free Zone (Amrya) — GAFI public free zone. Source: GAFI; SIS Egypt","Goods/services in free zone deemed outside customs territory; customs duties and VAT exempt. Source: Investment Law 72/2017","20% on distributed profits (vs 22.5% standard). Source: GAFI; Investment Law 72/2017","Commercial register + operating licence via GAFI or local industrial authority. Annual licence fee typically EGP 500–5,000 depending on sector and premises size; industrial licences higher. 5-yr exemption for new investments under Investment Law 72/2017. Source: Investment Law 72/2017; GAFI; EGP amounts per PwC Egypt 2024","Freehold available to foreigners (urban residential/commercial); agricultural land prohibited"
"95","Egypt","EG","Aswan","No","No GAFI public free zone in Aswan. Standard GAFI investment zones available. Source: GAFI 2024","NA","N/A. Standard 22.5% CIT applies. Source: PwC Egypt Tax Summary 2024","Commercial register + local operating licence. Estimated EGP 500–3,000/yr for general commercial. Tourism/industrial higher. Source: Investment Law 72/2017; GAFI","Freehold available (urban); some strategic restrictions near Sudanese border"
"96","Egypt","EG","Asyut","No","No GAFI public free zone in Asyut. Source: GAFI 2024","NA","N/A. Standard 22.5% CIT applies. Source: PwC Egypt 2024","Commercial register + local operating licence. Estimated EGP 500–3,000/yr. Source: Investment Law 72/2017; GAFI","Freehold available (urban/commercial)"
"97","Egypt","EG","Beheira","No","No GAFI public free zone in Beheira. QIZ (Qualifying Industrial Zone) covers Beheira. Source: GAFI; US State Dept Egypt 2023","N/A (QIZ offers US market access preference, not VAT exemption)","N/A. Standard 22.5% CIT. Source: EY Egypt Tax Guide 2024","Commercial register + local operating licence. Estimated EGP 500–3,000/yr. Delta agricultural land restricted. Source: Investment Law 72/2017","Freehold available (urban/commercial); Delta agricultural land restricted"
"98","Egypt","EG","Beni Suef","No","No GAFI public free zone in Beni Suef. Source: GAFI 2024","NA","N/A. Standard 22.5% CIT. Source: PwC Egypt 2024","Commercial register + local operating licence. Estimated EGP 500–3,000/yr. Source: Investment Law 72/2017","Freehold available (urban/commercial)"
"99","Egypt","EG","Cairo","Yes","Cairo Free Zone (Nasr City) — GAFI public free zone; Media Free Zone (6th October). Source: GAFI; SIS Egypt","Customs and VAT exempt within zone. Source: Investment Law 72/2017","20% on distributed profits. Source: GAFI; Investment Law 72/2017","Commercial register + operating licence. Cairo highest fees due to urban complexity. Estimated EGP 1,000–10,000+/yr depending on sector. Source: Investment Law 72/2017; GAFI; PwC Egypt 2024","Freehold available; most active foreign property market"
"100","Egypt","EG","Dakahlia","No","No GAFI public free zone in Dakahlia. Source: GAFI 2024","NA","N/A. Standard 22.5% CIT. Source: PwC Egypt 2024","Commercial register + local operating licence. Estimated EGP 500–3,000/yr. Source: Investment Law 72/2017","Freehold available (urban); Delta agricultural land restricted"
"101","Egypt","EG","Damietta","Yes","Damietta Free Zone — GAFI public free zone. Source: GAFI; SIS Egypt","Customs and VAT exempt within zone. Source: Investment Law 72/2017","20% on distributed profits. Source: GAFI; Investment Law 72/2017","Commercial register + local operating licence. Coastal/industrial. Estimated EGP 500–4,000/yr. Source: Investment Law 72/2017","Freehold available (urban/commercial)"
"102","Egypt","EG","Faiyum","No","No GAFI public free zone in Faiyum. Source: GAFI 2024","NA","N/A. Standard 22.5% CIT. Source: PwC Egypt 2024","Commercial register + local operating licence. Estimated EGP 500–2,500/yr. Source: Investment Law 72/2017","Freehold available (urban); agricultural land restricted"
"103","Egypt","EG","Gharbia","No","No GAFI public free zone in Gharbia. QIZ covers Gharbia. Source: GAFI; US State Dept Egypt 2023","N/A (QIZ offers US market access preference, not VAT exemption)","N/A. Standard 22.5% CIT. Source: EY Egypt Tax Guide 2024","Commercial register + local operating licence. Estimated EGP 500–3,000/yr. Source: Investment Law 72/2017","Freehold available (urban); Delta agricultural land restricted"
"104","Egypt","EG","Giza","Yes","Media Free Zone (6th October City) — GAFI public free zone. QIZ also covers Giza. Source: GAFI; SIS Egypt","Customs and VAT exempt within free zone. Source: Investment Law 72/2017","20% on distributed profits. Source: GAFI; Investment Law 72/2017","Commercial register + operating licence. Active investment area; fees similar to Cairo. Estimated EGP 1,000–8,000/yr. Source: Investment Law 72/2017; GAFI","Freehold available; active investment area"
"105","Egypt","EG","Ismailia","Yes","Ismailia Free Zone — GAFI public free zone; East Ismailia zone (SCZone). Source: GAFI; Al Tamimi 2020","Customs and VAT exempt within zone. Source: Investment Law 72/2017; SCZone Law 330/2015","SCZone: 10% unified income tax. GAFI zone: 20% on distributed profits. Source: GAFI; Al Tamimi 2020","Commercial register + local operating licence. Suez Canal Zone — some SEZ-modified licensing rules. Estimated EGP 500–4,000/yr. Source: Investment Law 72/2017; Suez Canal Authority","Freehold available (urban/commercial); SEZ rules overlay"
"106","Egypt","EG","Kafr el-Sheikh","No","No GAFI public free zone in Kafr el-Sheikh. Source: GAFI 2024","NA","N/A. Standard 22.5% CIT. Source: PwC Egypt 2024","Commercial register + local operating licence. Estimated EGP 500–2,500/yr. Source: Investment Law 72/2017","Freehold available (urban); Delta agricultural land restricted"
"107","Egypt","EG","Luxor","No","No GAFI public free zone in Luxor. Tourism investment zones under GAFI. Source: GAFI 2024","NA","N/A. Standard 22.5% CIT. Source: PwC Egypt 2024","Commercial register + tourism licensing via Ministry of Tourism. Estimated EGP 500–5,000/yr. Source: Investment Law 72/2017; GAFI","Freehold available; tourism investment zone"
"108","Egypt","EG","Matruh","No","No GAFI public free zone in Matruh. Source: GAFI 2024","NA","N/A. Standard 22.5% CIT. Source: PwC Egypt 2024","Commercial register + local operating licence. Coastal; some strategic restrictions. Estimated EGP 500–3,000/yr. Source: Investment Law 72/2017","Freehold available (urban/coastal); border area strategic restrictions possible"
"109","Egypt","EG","Minya","No","No GAFI public free zone in Minya. Source: GAFI 2024","NA","N/A. Standard 22.5% CIT. Source: PwC Egypt 2024","Commercial register + local operating licence. Estimated EGP 500–2,500/yr. Source: Investment Law 72/2017","Freehold available (urban); agricultural land restricted"
"110","Egypt","EG","Monufia","No","No GAFI public free zone in Monufia. Source: GAFI 2024","NA","N/A. Standard 22.5% CIT. Source: PwC Egypt 2024","Commercial register + local operating licence. Estimated EGP 500–2,500/yr. Source: Investment Law 72/2017","Freehold available (urban); Delta agricultural land restricted"
"111","Egypt","EG","New Valley","No","No GAFI public free zone in New Valley. Source: GAFI 2024","NA","N/A. Standard 22.5% CIT. Source: PwC Egypt 2024","Commercial register + local operating licence. Desert development zone. Estimated EGP 300–2,000/yr. Source: Investment Law 72/2017","Freehold available (urban); desert development zone"
"112","Egypt","EG","North Sinai","No","No GAFI public free zone in North Sinai. Additional security clearances apply. Source: GAFI; Decree-Law No. 14/2012","NA","N/A. Standard 22.5% CIT. Source: PwC Egypt 2024","Commercial register + local operating licence. Strategic zone — additional security clearances may apply. Estimated EGP 500–3,000/yr. Source: Investment Law 72/2017; Decree-Law No. 14/2012","Leasehold/usufruct only for foreigners; classified as strategic border region"
"113","Egypt","EG","Port Said","Yes","Port Said Free Zone — GAFI public free zone; East Port Said (SCZone). Source: GAFI; SCZone; Al Tamimi 2020","Customs and VAT exempt within zone. Source: Investment Law 72/2017; SCZone Law 330/2015","GAFI zone: 20% on distributed profits. SCZone: reduced rates per SCZone Authority. Source: Al Tamimi 2020; GAFI","Free trade zone — simplified licensing for zone-registered enterprises. General commercial outside zone: EGP 500–4,000/yr. Source: Investment Law 72/2017; General Authority for Investment","Freehold available; free trade zone with favourable investment rules"
"114","Egypt","EG","Qalyubia","No","No GAFI public free zone in Qalyubia. Source: GAFI 2024","NA","N/A. Standard 22.5% CIT. Source: PwC Egypt 2024","Commercial register + local operating licence. Near Cairo. Estimated EGP 500–4,000/yr. Source: Investment Law 72/2017","Freehold available (urban)"
"115","Egypt","EG","Qena","Yes","Qeft Free Zone — GAFI public free zone. Source: GAFI; SIS Egypt","Customs and VAT exempt within zone. Source: Investment Law 72/2017","20% on distributed profits. Source: GAFI","Commercial register + local operating licence. Estimated EGP 500–2,500/yr. Source: Investment Law 72/2017","Freehold available (urban/tourism)"
